2187	1769	11555	fluorescence	Fluorescence
2188	1856	1905592	population biology	Population biology
2189	111	48740	Poincare	Henri Poincaré
2190	131	886895	narrativity	Narrativity
2191	115	350672	logicism	Logicism
2192	16037	1270090	Academic Administration	Academic administration
2193	2092	991705	depictions of fatness	Rock Against Bush
2194	2009	2163393	eco-evo-devo	Sean B. Carroll
2195	10296	6082282	Post-Franco Spanish narrative and culture	Max Aub
2196	3045	20697	metrics	Metric
2197	16932	75286	landscape architecture	Landscape architecture
2198	16190	511556	cooperation	Cooperation
2199	2314	5245978	workshop physics	Mump and Smoot
2200	10295	23012787	Spanish and Spanish American poetry	1627 in poetry
2201	16379	8278091	National literatures	Vance Palmer Prize for Fiction
2202	15100	11867	Germany	Germany
2203	17838	30339	Spatial thinking	Tetris
2204	14489	25384720	mutualism	Mutualism
2205	169	18956166	stereotyping	Stereotype
2206	137	10997784	Udayana	Udayana
2207	3186	18933365	Marketing/Intellectual Property Law	Intellectual property organization
2208	138	22149	Nagarjuna	Nagarjuna
2209	18265	59153		Ampersand
2210	139	291310	Davidson	Davidson & Associates
2211	129	34171748	personal identity	Personal identity
2212	14763	478672	immersed methods	Smale's paradox
2213	2991	146717	social work	Social work
2214	148	257215	fertility	Fertility
2215	3832	4802851	freshwater and marine food webs	Xenentodon cancila
2216	15284	19793624	community science outreach	University of Washington Educational Outreach
2217	1982	2463359	undergraduate research programs	Undergraduate degree
2218	1771	32572	vesicles	Vesicle (biology and chemistry)
2219	17007	2703176	art as political actions	Harold Rosenberg
2220	135	7962077	Indian realism	Realism
2221	1772	1753270	self-assembled monolayers	Self-assembled monolayer
2222	3842	19567	microscopy	Microscopy
2223	1439	5246461	language and the law	Law, Dundee
2224	18261	7970729	the pleasure boat building industry of the United States	Pleasure Island (Massachusetts amusement park)
2225	3151	17401244	Management Control Systems	Management control system
2226	15471	2162707	teaching to minorities.	Royal Hallamshire Hospital
2227	15475	19918654	education economics	Education economics
2228	3017	389564	Quantitative Research	Quantitative research
2229	3181	1054527	Corporate Law	Corporate law
2230	2177	4259402	composition (writing)	Composition studies
2231	3147	465334	Financial Accounting	Financial accountancy
2232	2669	2829632	semi-supervised learning	Semi-supervised learning
2233	2750	1800648	social/ethical dimensions of computing	Media ethics
2234	2315	426219	electrodynamics	Classical electromagnetism
2235	2908	26952	slave narratives.	Slave narrative
2236	2287	1067968	canons	Canon (priest)
2237	10175	1136479	Roommate communication strategies (verbal and nonverbal)	Kinesics
2238	2341	411509	student-centered learning	Student-centred learning
2239	1774	515924	quantitative analysis	Quantitative analysis
2240	1257	8094846	post-conquest indigenous society	National Indigenous Organization of Colombia
2241	1764	17940	lipids	Lipid
2242	3163	11684	Financial Reporting	Fundamental analysis
2243	14764	5205878	computational mechanics	Computational mechanics
2244	16933	296550	19th century British literature	British literature
2245	15285	159284	collaborative research	Novartis
2246	17008	1466167	artist Betsy Damon	Heavens to Betsy
2247	3122	9036514	Clothing Patterning	Simplicity Pattern
2248	17837	1224402	Geographic education	Geographical Association
2249	2478	607459	intro field course South Dakota	James River (Dakotas)
2250	16191	5292585	crowd sourcing	Crowdsourcing
2251	16916	5991438	Spanish architecture	Spanish architecture
2252	17839	2671192	Affective education	Affective science
2253	3183	245523	Integrated Performance Measures	Weight function
2254	140	20518	metaphor	Metaphor
2255	16654	15824	John Updike	John Updike
2256	3044	397064	poetics	Poetics (Aristotle)
2257	98	16143	Locke	John Locke
2258	2936	1847013	food caching	Hoarding (animal behavior)
2259	14323	11335226	Italian renaissance art	Italian Renaissance painting
2260	1074	21506	numerical methods	Numerical analysis
2261	150	45804	human capital	Human capital
2262	15101	364016	horror films from the 1920s	1920s in film
2263	149	1723133	girls	Girl
2264	958	22816	learning outcomes	Outcome-based education
2265	15102	173233	Arno Schmidt	Arno Schmidt
2266	1202	2240837	abrupt climate change	Abrupt climate change
2267	1099	48824	gravitational lensing	Gravitational lens
2268	17034	11913143	goal-directed learning	Technology-Enhanced Learning
2269	136	11505354	Nyaya Darsana	Ganganath Jha
2270	2369	5246067	women's and gender history	Gender history
2271	15762	620667	qualitative methodology	Methodology
2272	3152	648115	Cost Managerial Accounting	Managerial finance
2273	1309	17011	killer whales	Killer whale
2274	15099	316414	volcanic centers in space and time	Volcanic rock
2275	10298	1929895	Spanish identity	National identity
2276	141	18561985	cross-cultural philosophy	Shaun Nichols
2277	1413	4090801	Ethnogeology	Ethnogeology
2278	2447	1247773	Culture and Literature	Buddha Loetla Nabhalai
2279	1177	32374	Venezuela	Venezuela
2280	2037	32654	veterinary medicine	Veterinary medicine
2281	2370	863	American Civil War	American Civil War
2282	1580	29265	Serbia	Serbia
2283	2395	597844	levitation	Levitation
2284	2260	156970	cytoskeleton	Cytoskeleton
2285	2820	14626	ingmar bergman	Ingmar Bergman
2286	17040	19590	religion in Minnesota	Minnesota
2287	2093	6821306	feminist food studies	Fat feminism
2288	2479	1748879	intro field course Hawaii	Inha University
2289	14767	172592	Organic reaction mechanisms	Organic reaction
2290	2753	854294	DNA repair	DNA repair
2291	2205	306773	Water quality	Water quality
2292	121	465886	visual information	Parietal lobe
2293	3123	101897	Costume History	Halloween costume
2294	2992	102959	substance abuse	Substance abuse
2295	2937	3410	birds	Bird
2296	16381	26285540	Teaching Humanities	Teaching Philosophy
2297	843	89842	sociolinguistics	Sociolinguistics
2298	15479	586851	Place	Place
2299	2150	1312155	Research molecular genetics of telomeres. Teach in molecular biology	Thomas Cech
2300	10300	2321112	20th-century Spanish narrative	Descamisado
2301	2787	10671	Nietzsche	Friedrich Nietzsche
2302	2967	568209	experiemental mathematics	Atkinson–Shiffrin memory model
2303	16192	26781	social sciences	Social science
2304	14490	11792399	breeding systems	Half-Breed (politics)
2305	2149	5854300	social studies/history education	Modern Studies
2306	16382	351429	Close-reading	Close reading
2307	151	66499	informal economy	Informal sector
2308	16380	45002	World-System Analysis	Systems analysis
2309	2178	5961	cognitive psychology	Cognitive psychology
2310	2544	393061	ESR/EPR	Speleothem
2311	17836	5116052	Geospatial technologies in K-12 education	Open Source Geospatial Foundation
2312	15103	9549	Edgar Allan Poe	Edgar Allan Poe
2313	3368	27270754	Women and Entrepreneurship	Presidential Summit on Entrepreneurship
2314	1229	13543	Hinduism	Hinduism
2315	14195	1676429	early modern animal studies	Fruitafossor
2316	170	20041877	survey methodology	Survey Methodology
2317	1549	30503	theology	Theology
2318	1571	29789	tourism	Tourism
2319	3844	318669	cell growth and division research in budding yeast	Schizosaccharomyces pombe
2320	15763	371317	quantitative methodology	Quantitative psychological research
2321	3150	19087463	Strategic Cost Analysis	Strategic goal (military)
2322	1025	16955200	virtuality	Virtuality (TV series)
2323	1281	11507939	cross-cultural psychology	Cross-cultural psychology
2324	3900	25856	radiation	Radiation
2325	10299	1510996	medieval through Golden Age Spanish literature	Spanish poetry
2326	2885	250641	librarianship	Librarian
2327	15480	171302	Nostalgia	Nostalgia
2328	12133	164156	Willa Cather	Willa Cather
2329	18266	59153		Ampersand
2330	1358	11699892	second language pedagogy	International Association for Military Pedagogy
2331	3046	931814	comparative philology	Comparative linguistics
2332	2881	1317383	argumentation theory	Argumentation theory
2333	1001	12749137	Avant-Garde Events	ITC Avant Garde
2334	2713	559288	Translational regulation of maternal mRNAs	Oocyte
2335	2066	549355	student misconceptions of physics	Lie-to-children
2336	10297	4620412	19th- and 20th-century Spanish American literature and cultures	Latin American poetry
2337	1513	1649775	virus replication	Viral replication
2338	93	21244047	realism	Realism (arts)
2339	10302	22842718	urban theory	Urban theory
2340	1048	2146638	art song	Art song
2341	3213	172553	French Language and Literature	French literature
2342	2094	5174275	weight bias	Weightism
2343	3850	903303	ion channels in tolerating low oxygen	Diazotroph
2344	2261	20621	microtubules	Microtubule
2345	3396	2155864	Philanthropy & Volunteerism	Points of Light Institute
2346	14197	8276117	teaching with technology	Demonstration (teaching)
2347	16657	2298293	especially memory in childhood; eyewitness testimony	Mistaken identity
2348	3328	18545476	Social/Not for Profit	L3C
2349	15287	1101849	cyclic voltammetry spectral data	Cyclic voltammetry
2350	1835	3174097	19th-century literature	19th century in literature
2351	3852	21896456	teaching physiology	American Physiological Society
2352	3891	2439942	teaching laboratories of Biology and Neuroscience	International School for Advanced Studies
2353	2576	473367	rhetorical analysis	Rhetorical criticism
2354	1983	373182	Authenticity	Authenticity (philosophy)
2355	17010	6320392	women/feminist artists	Arlene Raven
2356	1466	19450349	literary bilingualism	Bilingual Review Press
2357	16039	642009	Public Health Social Work	Canada Health and Social Transfer
2358	11902	8756520	tropical biology	International Biological Program
2359	14324	6461685	culture and theatricality in France	Moni Ovadia
2360	15286	4581686	interface between life and physical sciences	Interface metaphor
2361	10305	5891915	Spanish detective fiction	Matador (film)
2362	1837	15752595	periodicals	Periodical literature
2363	2067	844186	Modern Physics	Modern physics
2364	16934	26756170	19th century art	Munich School
2365	155	5181818	time use	Time use research
2366	17041	5992961	American Religion	American civil religion
2367	173	14631	Kantian ethics	Immanuel Kant
2368	14769	30675685	structure elucidation	Structural elucidation
2369	10653	176052	Molecular evolution	Molecular evolution
2370	3210	314603	The Development of the Novel	Game Developer (magazine)
2371	18260	24289398	My professional interests are anything within the field of archives.  My research and writing interests include the pleasure boat building industry of the United States and vintage race boat and driver history.	Classic Boat Museum
2372	17009	1726344	19th and early 20th C. world's fairs	Demimonde
2373	17039	6209285	Field work on Religious communities	Youth ministry
2374	10306	3039735	Spanish language courses	University of Michigan College of Literature, Science, and the Arts
2375	17845	10809813	Gender and globalization	Global feminism
2376	16040	419977	Social Work Education	Master of Social Work
2377	10303	30095990	Spanish cities	Andean Spanish
2378	180	50355	informed consent	Informed consent
2379	181	234393	dignity	Dignity
2380	16383	1833378	Spanish Cultures and Civilizations	Castizo
2381	16919	4516742	Spanish linguistics	Media Lengua
2382	2754	1357514	DNA recombination	Recombinant DNA
2383	3124	88514	Interactive Technology	Instructional technology
2384	14768	618870	decision based pedagogy	Paulo Freire
2385	1591	9239	Europe	Europe
2386	174	5140915	Kantian constructivism	English school of international relations theory
2387	1931	23732	psychophysiology	Psychophysiology
2388	2788	12557	Deleuze	Gilles Deleuze
2389	2396	416255	Pausanias	Pausanias (geographer)
2390	3215	10632876	Language and Literature	Library of Congress Classification:Class P -- Language and Literature
2391	1958	5625236	Faculty Mentoring	Paul Kengor
2392	3101	754957	information search	Consumer behaviour
2393	16196	1092923	google	Google
2394	3858	12269001	Insect physiology	Insect physiology
2395	1984	4984965	Labeling	Labelling
2396	11788	240058	masculinities	Masculinity
2397	2480	4049848	teaching Mineralogy	Mineralogical Society of America
2398	2714	3131507	RNA binding proteins	RNA-binding protein
2399	15104	22348967	George Salter	George Salter
2400	16935	980082	18th century art	Museu Calouste Gulbenkian
2401	10304	919368	18th- through 21st-century Spanish literature and culture	Shanghai International Studies University
2402	3437	4609050	Retail Banking	Retail banking
2403	1858	25166191	rule of law	Rule of law
2404	3206	2943406	Ecocriticism	Ecocriticism
2405	2853	577715	repetitive DNA	Repeated sequence (DNA)
2406	16042	7478205	Maternal and Child Health	Health care in Pakistan
2407	15765	1232584	conceptual development	Global Underground
2408	2179	1092120	collaborative memory	Remote direct memory access
2409	16920	56120	Hispanic culture	Hispanic
2410	15764	754683	upper-level physics students' ideas	Gymnasium (Denmark)
2411	3205	4373220	18th and 19th Century American Literature	J. C. D. Clark
2412	17011	4549152	community-based learning	Online learning community
2413	1904	2435889	history of photography	History of photography
2414	1903	3946225	modern and contemporary art history	Iranian modern and contemporary art
2415	17012	1636960	project-based	Project-based learning
2416	2821	4417198	Equivariant Homotopy Theory	Hopf invariant
2417	917	21964941	literature and belief	Richard H. Cracroft
2418	16944	59551	Art Nouveau	Art Nouveau
2419	16041	852274	Social Welfare History and Policy	Social policy
2420	2449	9845	javascript	JavaScript
2421	15105	2803724	book design	Book design
2422	16661	3233040	alcohol use and abuse	G. Alan Marlatt
2423	2316	5670694	advanced laboratory	Laboratory automation
2424	178	37071	civil rights	Civil and political rights
2425	2938	220839	food storing birds	Nutcracker (bird)
2426	2122	17727	libraries	Library
2427	3447	4822	Boards of Directors	Board of directors
2428	3882	23977	plant cell biology	Plant cell
2429	2011	11913143	research on learning	Technology-Enhanced Learning
2430	3048	919119	Chinese language teaching	Zhengzhou University
2431	1075	37196	causation	Causality
2432	158	4881604	work-life balance	Work–life balance
2433	3859	8449	Developmental genetics	Developmental biology
2434	3217	1632247	Management Writing	Collaborative editing
2435	197	507385	market formation and operation	Marketplace
2436	2675	31871	ubiquitous computing	Ubiquitous computing
2437	3197	53132	Arts and Humanities	Humanities
2438	16921	186467	foreign language teaching	Language education
2439	166	77182	prejudice	Prejudice
2440	198	1607691	reconciliation	Reconciliation (United States Congress)
2441	2721	17253537	censorship	Censorship
2442	17848	4984252	Environmental literature and the Humanities	Environmental Design Research Association
2443	2670	383162	induction of knowledge structures from unstructured sources	Information extraction
2444	196	19774052	indigenous peoples' movements	Indigenism
2445	3862	9435784	comparative physiology	Comparative physiology
2446	10308	316889	anthologies	Anthology
2447	1026	34330538	virtual	Virtual
2448	10311	13623	Herman Melville	Herman Melville
2449	14202	1900760	DyKnow	Bergen Catholic High School
2450	17842	8047667	Sport psychology (Physical activity motivation in sport and physical education settings)	Motivational poster
2451	3157	77444	Business Law	Commercial law
2452	3867	4541652	scientific writing	Scientific writing
2453	3857	2163393	Evolutionary development (Evo-devo)	Sean B. Carroll
2454	1336	219878	explorers	Exploration
2455	16198	4141563	predictive analytics	Predictive analytics
2456	14493	2331387	writing in the disciplines	Belles-lettres
2457	195	819720	economic sociology	Economic sociology
2458	3954	15022	infrared	Infrared
2459	15769	711288	viscoelasticity	Viscoelasticity
2460	16945	573174	Interior Design	Interior design
2461	1178	3044408	global citizenship	Global citizenship
2462	16658	363996	suggestibility. Attitudes toward controversial social policy and the role of factual knowledge in attitude formation.	Attitude (psychology)
2463	16043	216361	Food Insecurity	Food security
2464	3861	331087	anatomy of vertebrates	Axis (anatomy)
2465	10394	2544652	Exchange of performing arts groups	Cambridge Corn Exchange
2466	17849	1615619	writing and the teaching of writing	Gerald Graff
2467	17013	21208200	western history	Western world
2468	17043	7462923	diaspora and belonging	Hindoestanis
2469	10366	7058356	modern drama	Twentieth-century theatre
2470	2791	3741945	French philosophy	French philosophy
2471	17014	4597303	frontiers	Frontiers
2472	2756	398124	transcriptional regulation	Transcriptional regulation
2473	3225	1498802	Contemporary Fiction and Poetry	Martian poetry
2474	3863	2310498	functional and evolutionary morphology of vertebrates	David B. Weishampel
2475	3875	2211545	insect communication	Mary Ball
2476	3417	177773	Financial Instruments and Securities	Financial instrument
2477	1049	600102	performance anxiety	Stage fright
2478	182	496695	Affirmative Action Policy	Malaysian New Economic Policy
2479	1203	6255302	social pedagogies	Pedagogy of the Oppressed
2480	1130	15971694	intergenerational mobility	Intergenerational mobility
2481	14770	1649628	electron flow	Go with the Flow
2482	16385	1142028	Andean Literatures	Andean mountain cat
2483	3345	21578153	Social Sustainability	Social sustainability
2484	3365	22305699	Organizational Leadership	Leadership studies
2485	3318	29488535	Technology Entrepreneurship	Ryerson University Entrepreneurship Program
2486	3901	3100521	radiation chemistry	Radiation chemistry
2487	3366	239450	Strategic Management	Strategic management
2488	3324	257210	Venture Capital	Venture capital
2489	2342	3342111	Italian post-war film	Europa '51
2490	3402	2374703	Corporate Restructuring	Restructuring
2491	3276	63262	Financial Economics	Financial economics
2492	3911	168369	membrane proteins	Membrane protein
2493	1258	2112214	interethnic relations	KoreAm
2494	3912	4133285	chemistry education	Chemistry education
2495	3408	28168	Exchanges	Stock exchange
2496	3325	1526031	Business Incubation	Business incubator
2497	3864	21795432	introductory cell and organismal biology	Gerd Müller (theoretical biologist)
2498	3881	24026	teaching cell biology and proteomics	Proteome
2499	17856	14756059	environmental toxicology	Environmental toxicology
2500	3921	22208	synthetic organic chemistry	Organic chemistry
2501	10327	9620	school improvement	Education reform
2502	16384	1759645	Latin American Cultures and Civilizations	Culture of South America
2503	16046	7901095	sport management	Sport management
2504	2371	10532971	college/university outreach to secondary schools	Science outreach
2505	10309	2111052	nineteenth-century print cluture	Algonquins of Pikwàkanagàn First Nation
2506	3356	668326	Succession in Business	Sole proprietorship
2507	15483	2542581	minorities in science	Cornell University Graduate School
2508	11542	406551	Applied linguistics	Applied linguistics
2509	2726	4034912	Native American language preservation	Konkow language
2510	14203	1463286	asymmetric catalysis	Enantioselective synthesis
2511	3805	9127632	Biological Sciences	Biology
2512	3909	2086384	chemistry lab	Paul Alivisatos
2513	3326	18001061	New Venture Creation	Carmel Ventures
2514	15772	462477	Persian literature	Persian literature
2515	1388	166299	Ming and Qing dynasty vernacular fiction	Written vernacular Chinese
2516	17857	653006	polyaromatic hydrocarbons (PAHs)	Polycyclic aromatic hydrocarbon
2517	3377	29488535	Entrepreneurial Finance	Ryerson University Entrepreneurship Program
2518	14494	21857	non-fiction	Non-fiction
2519	3479	28266663	Rhetoric and Creative Writing	Dionysian imitatio
2520	3894	264249	vertebrate paleontology	Vertebrate paleontology
2521	3870	4005551	engaging students in complex experiments	Educational consultant
2522	16662	6204112	college student health	Texas A&M Health Science Center
2523	17042	10165775	state formations	Passaic Formation
2524	959	11759510	faculty evaluation	Faculty Scholarly Productivity Index
2525	2254	415406	esl	English as a foreign or second language
2526	10310	11532250	Sarah Piatt	Adam Piatt
2527	2824	216488	Catalan Numbers	Catalan number
2528	14327	1424086	American theatre	Theater of the United States
2529	1190	181889	science education	Science education
2530	1310	78147	Pacific Northwest	Pacific Northwest
2531	1282	57688	anxiety disorders	Anxiety disorder
2532	189	72487	Nonprofit Organizations	Nonprofit organization
2533	192	5590004	sociology of law	Sociology of law
2534	1440	602412	forensic linguistics	Forensic linguistics
2535	3895	2939279	vertebrate morphology	Symplesiomorphy
2536	14495	277810	trace metals	Trace metal
2537	10328	826903	Melastomataceae	Melastomataceae
2538	4957	17884263	Religious Communities and Articulations	F. Henry Edwards
2539	14773	85029	synthesis of metal complexes	Chemical synthesis
2540	17853	274719	medieval European literature and history	Medieval poetry
2541	3878	1132756	physiology and mechanics of animal locomotion	Animal locomotion
2542	3903	66315	synthetic methods	Solid-state chemistry
2543	10329	11085133	Introductory ecology	The Moths and Butterflies of Great Britain and Ireland
2544	3907	563503	computers in chemical education	J. B. Speed School of Engineering
2545	3913	375416	computer modeling	Computer simulation
2546	16665	3576493	crustal deformation and metamorphism	Hunter-Bowen orogeny
2547	10335	13725873	Angiosperm evolution	Outline of botany
2548	1359	3593982	East-German literature	Heinrich Mann Prize
2549	10312	2060039	civil war literature	Southern Renaissance
2550	2883	603166	railroads; British history; nineteenth century; labor history; social history; conflict studies; soccer; sports history	Labor history (discipline)
2551	3897	11978746	Botanic Garden/Greenhouse	Saint Petersburg Botanical Garden
2552	3400	5336925	Real Estate Investment	Real estate investing
2553	16946	18579491	nonprofit management	Travelling exhibition
2554	3323	276495	Small Business	Small business
2555	10317	18657	labor law	Labour law
2556	10333	3914957	Angiosperm classification	Chloranthaceae
2557	3866	14242734	inquiry-based or project-based laboratory	High Energy Materials Research Laboratory
2558	10334	11699892	Science pedagogy	International Association for Military Pedagogy
2559	10325	252173	labor-management relations	Industrial relations
2560	10332	3054033	field botany	Botany Downs, New Zealand
2561	3899	68513	surface chemistry techniques	Surface science
2562	3507	270468	Media Ecology	Media ecology
2563	17852	46689	Medieval representation of Islam and the history and literature of the Crusades	Saracen
2564	1514	1891996	virus-host interactions	Tobamovirus
2565	14326	8984069	Theatre history and criticism	Kaunas State Drama Theatre
2566	3886	26825191	designing engaging labs	Living lab
2567	3478	156635	Public Speaking and Performance	Glossophobia
2568	3905	754692	teaching introductory chemistry	Higher Technical Examination Programme (HTX)
2569	1467	1749993	20th-century novel	20th Century Fox Home Entertainment
2570	3904	1209760	synthesis of novel anticancer and antiviral agents	Natural product
2571	10336	4190476	floristic studies	Phytogeography
2572	10315	12837061	principles of microeconomics	Microfoundations
2573	471	25211	quantum chemistry	Quantum chemistry
2574	15773	28246	Sufism	Sufism
2575	16202	9531	electrical engineering	Electrical engineering
2576	3386	15316853	Contemporary Issues/Sociology	Sociomusicology
2577	3916	8150975	teaching in analytical chemistry and nanoscience	Carolyn R. Bertozzi
2578	17045	274685	Invertebrate Paleontology	Invertebrate paleontology
2579	1775	26219128	instrumental analysis	Instrumental chemistry
2580	16947	24389	public relations	Public relations
2581	1550	457623	Ricoeur	Paul Ricœur
2582	10331	1548372	improving science literacy	Visual literacy
2583	2856	8136395	Statistics Education Research	Samuel S. Wilks
2584	15484	585585	American literature and culture	Indian poetry
2585	10319	9082	negotiation and dispute resolution	Dispute resolution
2586	17858	21754	Nation	Nation
2587	17044	32310083	history of diasporas	Kashmiri diaspora
2588	3915	1665878	nanoscience and biomaterials for environmental and medical applications	Biocompatibility
2589	17859	2957117	and Poetics	The Poetic Principle
2590	1231	354220	study of religion	Religious studies
2591	15488	585826	invariant subspaces	Invariant subspace
2592	3960	217116	imaging of chemical dynamics	Dynamic equilibrium
2593	3888	18367005	and Bioinformatics	Bioinformatics Resource Centers
2594	10318	11038718	health economics and health policy	Health administration
2595	16389	11999883	Roman social history	Pontifical Council for Social Communications
2596	16394	4690205	stereotyping and prejudice	Sander Gilman
2597	3922	979564	near-Infrared spectroscopy	Near-infrared spectroscopy
2598	14204	2182805	aryl iodine reagents	Periodinane
2599	3431	63879	Initial Public Offerings	Initial public offering
2600	10323	7664402	truck driver occupational health	Ride quality
2601	3169	208836	Corporate Valuation	Financial institution
2602	16047	643521	sport fans	Fansite
2603	15106	4953664	Jewish literature in post-war Austria and Germany	Leo Kofler
2604	10330	1995761	field ecology	Integral ecology
2605	10347	6456874	student evaluations	Course evaluation
2606	3358	20769	Mergers and Acquisitions	Mergers and acquisitions
2607	10324	24829251	labor law and collective bargaining	Industrial Democracy
2608	1230	5211	Christianity	Christianity
2609	2038	446843	herding	Herding
2610	1415	2256463	Asian Studies	Asian studies
2611	15292	2634439	protein biochemistry	Protein methods
2612	17862	7538436	microbial communities	Microbial population biology
2613	15774	6804234	Islamic history	Historical powers
2614	3935	398124	adaptation to stress and protein-DNA interactions	Transcriptional regulation
2615	16395	1457181	attitudes toward animals	Attitude (magazine)
2616	10322	4215460	public-sector labor disputes	International comparisons of labor unions
2617	17046	95250	Growth and Development	Human development (biology)
2618	14777	533196	physiological and environmental stress on organisms	Stimulation
2619	3928	4133285	teaching and developing both introductory and organic chemistry laboratories	Chemistry education
2620	1207	5323	computer science	Computer science
2621	15485	51058	women's writing and feminist theory	Feminist literary criticism
2622	3941	550334	Hemoglobin and Photosynthesis	Giant tube worm
2623	16203	43651	Web Spam	Spamdexing
2624	231	3133697	African literature	African literature
2625	233	16352001	the Black Atlantic	The Black Atlantic
2626	14330	19685	Myth	Mythology
2627	14205	4323676	interdisciplinary approaches to teaching science	History of Consciousness
2628	212	21245	neuroscience studies	Neuroscience
2629	226	8053624	undergraduate mathematics education	Kannan Soundararajan
2630	10339	9586814	environment-vegetation-geology interactions	Dunajec River Gorge
2631	219	439973	herbalism	Herbalism
2632	3436	2406846	Strategies for Commercial and Investment Banks	Bank Alfalah
2633	218	25611728	aromatherapy	Aromatherapy
2634	3438	1528058	Banking Theory and Regulation	Free banking
2635	3418	208836	Financial Institutions	Financial institution
2636	1337	381219	open access publishing	Open access
2637	10404	30690	Tai Chi	T'ai chi ch'uan
2638	15108	3742034	Jewish writers in contemporary France	Jewish dance
2639	15107	2905887	history of epistolary poetics	Baldric of Dol
2640	3428	216474	Real Options	Real options valuation
2641	159	17720312	african american psychology	Association of Black Psychologists
2642	3421	163118	Investment Banking	Investment banking
2643	1532	308767	non-Shakespearean early modern drama	Shakespearean comedy
2644	10387	670854	use of plant hormones in bacterial communication processes	Jasmonate
2645	3405	9331386	Securities Law and Finance	Financial market participants
2646	17015	4795749	English and American Poetry	Brittingham Prize in Poetry
2647	10337	2545476	development of experiments and activities for schoolteachers	Antonio Labriola
2648	10352	2096232	lunar geology	Geology of the Moon
2649	16050	2675069	organizational identity	Organizational storytelling
2650	14774	5625361	active site modeling of rubisco and manganese oxalate-degrading enzymes	Phosphoenolpyruvate carboxylase
2651	3923	965323	design of new tuberculosis antimicrobials	Antimicrobial
2652	3419	52328	Stock Market	Stock market
2653	3425	2851105	Portfolio Management	Portfolio management
2654	14331	3958324	archetype and poetry	Archetypal literary criticism
2655	17016	21913729	Modern and Contemporary Poetry	Modern Hebrew poetry
2656	238	599178	cosmopolitanism	Cosmopolitanism
2657	276	656979	environmental chemistry	Environmental chemistry
2658	10346	9993750	Intro astronomy for non-science majors	Richard Anthony Parker
2659	3953	71020	UV-Vis	Ultraviolet–visible spectroscopy
2660	1360	2754413	German-American studies	Max Kade
2661	15775	600329	Naqshbandiyya	Naqshbandi
2662	15293	57285	proteases	Protease
2663	3938	477588	analysis/design of drugs and other biological molecules	Small molecule
2664	16923	2254914	Teaching Business Spanish	University of Alcalá
2665	16669	23645	Precambrian	Precambrian
2666	16051	17505142	organizational identification	Organizational identification
2667	17047	19773328	Mollusks	Mollusca
2668	10350	2476045	lunar impact glasses	John A. O'Keefe
2669	14206	2493919	non-majors courses	Course (education)
2670	16667	22496989	research & writing as teaching tools	Institute for Dynamic Educational Advancement
2671	15489	2504397	Banach space theory	Banach manifold
2672	14332	233373	local foods	Local food
2673	15109	2043324	campus diversity	Sydney Secondary College
2674	239	21814770	Langston Hughes	Langston Hughes
2675	1389	2286769	global history of the 17th and 18th centuries	St Mary's Cathedral, Tallinn
2676	240	8945	Derek Walcott	Derek Walcott
2677	3429	422023	Incentive Effects of Employee Ownership	Incentive
2678	16924	69427	botanical gardens	Botanical garden
2679	3455	2906805	Strategy Execution	Technology strategy
2680	16396	5060506	psychology of food	Kelly D. Brownell
2681	224	23709110	special functions	Special functions
2682	3193	7434495	Financial Strategy	Options strategies
2683	3330	2148173	Corporate Innovation	Ministry of Research and Innovation (Ontario)
2684	208	24373	Pain	Pain
2685	3420	10830106	Design of Security Exchanges and Trading Systems	Ljubljana Stock Exchange
2686	3939	32988229	computational biophysical chemistry	Outline of biophysics
2687	10349	885956	lunar impact events	Lunar Orbiter 4
2688	10360	1781619	Ecological anthropology	Ecological anthropology
2689	3416	19201424	Emerging Equity Markets	Actis Capital
2690	3404	41914	Capital Markets	Capital market
2691	3449	1436843	Individual Investor Portfolio Allocation	Portfolio (finance)
2692	16205	389615	child safety	Child care
2693	835	235657	Corporate Governance	Corporate governance
2694	3335	14599027	Organizational Change	Change management
2695	3424	1867351	Mutual Fund Governance	Mutual savings bank
2696	3474	7486380	Organizational Design	Organization design
2697	17048	202240	Bivalves	Bivalvia
2698	4060	21657133	applied linguist	Contrastive linguistics
2699	216	18541763	neuroscience and dance	Wayne McGregor Random Dance
2700	3446	16353081	Global Asset Allocation	Global assets under management
2701	3409	2373242	Mutual Funds and Money Management	Ave Maria Mutual Funds
2702	14778	291187	immune system of Arctic mammals	Arctic hare
2703	14779	403627	genetic diversity	Genetic diversity
2704	10343	163543	Modern art	Modern art
2705	3962	18674	liberal arts and sciences	Liberal arts education
2706	15294	57285	peptidases	Protease
2707	918	1593413	For my research I explore patterns in the fossil record	Jack Sepkoski
2708	1468	32442	Vladimir Nabokov	Vladimir Nabokov
2709	2626	280761	AIDS literature	Stonewall Book Award
2710	10351	6737547	physics for the non-science major	Heliophysics
2711	10356	11839483	Forest policy & economics	United Nations Forum on Forests
2712	14498	1996924	French Revolution/Napoleon	Crown of Napoleon
2713	3462	3808387	Strategic Formulation and Implementation	Environmental Protection Department
2714	3947	19555294	laboratory experiments for general	Virtual Laboratory
2715	2301	34742901	corporate finance	Corporate finance
2716	16670	1252011	Appalachian Orogen	Alleghanian orogeny
2717	10359	3692331	forest certification	Certification
2718	10348	99168	impact rate in the Earth-Moon system	Luna 18
